V,Libelle GEN,Libelle ROME,Code ROME,score
Non,Developpeur Back-End,Animateur / Animatrice d'atelier en maison de retraite,G1202,31
Non,Animateur 3D,Animateur / Animatrice d'atelier Internet,G1202,16
Non,Animateur 3D,Animateur / Animatrice d'atelier lecture,G1202,53
Non,Animateur 3D,Animateur / Animatrice d'atelier multimédia,G1202,1
Non,Animateur 3D,Animateur / Animatrice d'atelier musical,G1202,9
Non,Animateur 3D,Animateur / Animatrice d'atelier sciences,G1202,20
Non,Gestionnaire de base de données,Animateur / Animatrice de club de vacances,G1202,16
Non,Animateur 3D,Animateur / Animatrice de cyberespace,G1202,29
Non,Gestionnaire de base de données,Animateur / Animatrice de village de vacances,G1202,18
Non,Animateur 3D,Animateur / Animatrice d'écomusée,G1202,27
Non,Animateur 3D,Animateur / Animatrice d'espace multimédia,G1202,55
Non,Animateur 3D,Animateur / Animatrice d'initiation à la nature,G1202,45
Non,Animateur 3D,Animateur / Animatrice éco interprète,G1202,15
Non,Animateur 3D,Animateur / Animatrice nature environnement,G1202,55
Non,Administrateur Système d'information,Architecte fonctionnel / fonctionnelle de système d'information,M1806,48
Non,Architecte Cloud,Architecte multimédia,M1802,10
Non,Architecte base de données,Architecte réseaux de télécoms,M1804,15
Non,Architecte Cloud,Architecte système d'information,M1802,50
Non,Responsable Sécurité de l'information,Artiste peintre à l'aérographe,B1101,57
Non,Chef de projet web,Assistant / Assistante chef de publicité,E1401,47
Non,Chargé de communication web,Assistant / Assistante de communication,E1103,33
Non,Gestionnaire de base de données,Assistant / Assistante de laboratoire de recherche,H1210,23
Non,Chargé de production vidéos,Assistant / Assistante de production spectacle,L1302,50
Non,Chef de projet systèmes d'information,Assistant / Assistante de publicité d'agence,E1401,42
Non,Chef de projet systèmes d'information,Assistant / Assistante d'édition,E1105,58
Non,Technicien d'exploitation,Assistant / Assistante d'exploitation informatique,M1810,29
Non,Technicien en télécommunication,Assistant / Assistante en publicité,E1401,12
Non,Responsable sécurité des systèmes d'information,Assistant fonctionnel / Assistante fonctionnelle des systèmes d'information,M1806,60
Non,Responsable sécurité des systèmes d'information,Assistant / Assistante maîtrise d'ouvrage des systèmes d'information,M1806,25
Non,Chef de projet technique,Assistant / Assistante technique de recherche,H1210,16
Non,Chef de projet technique,Assistant / Assistante technique d'expérimentation,H1210,3
Non,Gestionnaire de base de données,Attaché / Attachée de presse,E1103,53
Non,Expert en système d’information,Automaticien / Automaticienne en bureau d'études,H1208,30
Non,Conseiller support technique,Avocat / Avocate au conseil,K1903,1
Non,Chef de projet systèmes d'information,Avocat / Avocate d'affaires,K1903,9
Non,Expert en technologie de l’information,Avocat / Avocate en droit de l'informatique,K1903,52
Non,Expert en technologie de l’information,Avocat / Avocate en droit des nouvelles technologies,K1903,21
Non,Chef de projet systèmes d'information,Avoué / Avouée de cour d'appel,K1903,4
Non,Expert en système d’information,Chargé / Chargée d'affaires en industrie,H1102,13
Non,Chargé de communication web,Chargé / Chargée de communication interne,E1103,5
Non,Chargé de communication web,Chargé / Chargée de communication scientifique,E1103,2
Non,Chargé de communication web,Chargé / Chargée de communication sociale,E1103,39
Non,Chargé de marketing digital,Chargé / Chargée de mise en exploitation informatique,M1810,59
Non,Chargé de marketing digital,Chargé / Chargée de planification réseaux de télécoms,M1804,2
Non,Chargé de marketing digital,Chargé / Chargée de postproduction,L1302,7
Non,Chargé de marketing digital,Chargé / Chargée de presse,E1103,37
Non,Chargé de projet Data,Chargé / Chargée de projet d'affaires en industrie,H1102,12
Non,Chargé de marketing digital,Chargé / Chargée de rédaction,E1106,5
Non,Chargé de marketing digital,Chargé / Chargée des relations avec les internautes,E1101,56
Non,Chargé de marketing digital,Chargé / Chargée des relations extérieures,E1103,25
Non,Chargé de marketing digital,Chargé / Chargée des relations presse,E1103,25
Non,Chargé de marketing digital,Chargé / Chargée des relations publiques,E1103,58
Non,Chef de projet systèmes d'information,Chargé / Chargée d'études Systèmes d'Information Géographique -SIG-,M1808,59
Non,Chargé de projet Data,Chargé / Chargée d'études projets industriels,H1206,52
Non,Chargé de marketing digital,Chargé / Chargée d'opération réseaux de télécoms,M1804,38
Non,Chef de projet systèmes d'information,Chef d'achat d'espaces publicitaires,E1402,16
Non,Chef de projet web,Chef d'atelier de reprographie,E1307,25
Non,Chef de projet web,Chef d'atelier de routage,E1302,43
Non,Chef de projet systèmes d'information,Chef d'atelier en industrie graphique,E1303,45
Non,Chef de projet web,Chef d'atelier prépresse,E1306,53
Non,Chef de projet web,Chef de batterie géographie,M1808,10
Non,Chef de projet web,Chef de cabine de projection,E1204,20
Non,Chef de projet communication digitale,Chef de création artistique communication multimédia,E1104,18
Non,Gestionnaire de parc micro-informatique,Responsable de département informatique,M1803,53
Non,Responsable CRM,Responsable de département télécoms,M1803,4
Non,Gestionnaire de parc micro-informatique,Responsable de division informatique,M1803,39
Non,Responsable CRM,Responsable de division télécoms,M1803,13
Non,Chef de projet web,Chef de fabrication d'édition publicitaire,E1205,19
Non,Chef de projet web,Chef de fabrication édition,E1303,14
Non,Chef de projet web,Chef de fabrication en industrie graphique,E1303,59
Non,Chef de projet web,Chef de groupe de création multimédia,E1104,40
Non,Chef de projet web,Chef de groupe en agence de publicité,E1401,53
Non,Chef de projet web,Chef de groupe logicien informaticien,M1805,52
Non,Chef de projet web,Chef de groupe média planning,E1402,51
Non,Chef de projet web,Chef de groupe publicité,E1401,24
Non,Chef de projet web,Chef de laboratoire photographique,E1203,5
Non,Chef de projet web,Chef de produits design,H1204,15
Non,Chef de projet web,Chef de projet d'affaires d'ingénierie industrielle,H1102,51
Non,Chef de projet web,Chef de projet design,H1204,4
Non,Chef de projet web,Chef de projet développement logiciel,M1803,42
Non,Chef de projet web,Chef de projet en conception industrielle en mécanique,H1203,41
Non,Chef de projet web,Chef de projet en géomatique,M1808,28
Non,Chef de projet web,Chef de projet en linguistique informatique,M1803,53
Non,Chef de projet web,Chef de projet étude et développement informatique,M1805,18
Non,Chef de projet web,Chef de projet études industrielles,H1206,42
Non,Chef de projet web,Chef de projet maîtrise d'oeuvre informatique,M1805,1
Non,Chef de projet web,Chef de projet multimédia,M1803,46
Non,Chef de projet web,Chef de projet publicitaire,E1401,12
Non,Chef de projet web,Chef de projet recherche et développement en industrie,H1206,8
Non,Chef de projet web,Chef de projet télécoms,M1804,16
Non,Chef de projet web,Chef de publicité,E1401,16
Non,Chef de projet web,Chef de publicité d'agence,E1401,24
Non,Chef de projet web,Chef de publicité junior,E1401,34
Non,Chef de projet web,Chef de publicité senior,E1401,27
Non,Chef de projet web,Chef de rubrique,E1106,39
Non,Chef de projet systèmes d'information,Chef de service achat d'espaces publicitaires,E1402,15
Non,Chef de projet web,Chef de service contentieux,K1903,1
Non,Chef de projet web,Chef de service juridique,K1903,22
Non,Chef de projet web,Chef de studio de créations graphiques,E1205,31
Non,Chef de projet web,Chef de studio de photographie,E1201,42
Non,Chef de projet systèmes d'information,Chef d'équipe de help desk en informatique,I1401,37
Non,Chargé de production vidéos,Chef d'équipe de production informatique,M1810,5
Non,Chef de projet systèmes d'information,Chef d'équipe en industrie graphique,E1303,43
Non,Chef de projet systèmes d'information,Chef d'équipe opérateur / opératrice de projection,E1204,26
Non,Chef de projet systèmes d'information,Chef d'équipe station de sondage météorologique,M1809,0
Non,Gestionnaire de parc micro-informatique,Chef d'exploitation informatique,M1810,33
Non,Chef de projet web,Chef exploitation images drones,M1808,1
Non,Chef de projet web,Chef géographe,M1808,43
Non,Chef de projet web,Chef opérateur / opératrice de projection,E1204,5
Non,Chef de projet web,Chef opérateur / opératrice photographe,E1201,44
Non,Chef de projet web,Chef d'atelier signalétique,E1306,10
Non,Chef de projet web,Producer chef de projet jeux vidéo,E1104,51
Non,Security Architect,Coloriste à sec,H1201,29
Non,Technicien en télécommunication,Coloriste en impression textile,H1201,7
Non,Technicien en télécommunication,Coloriste en industrie alimentaire,H1201,34
Non,Technicien en télécommunication,Coloriste en industrie chimique,H1201,2
Non,Technicien en télécommunication,Coloriste en industrie cosmétique,H1201,25
Non,Technicien en télécommunication,Coloriste en tannerie-mégisserie,H1201,44
Non,Technicien en télécommunication,Coloriste en teinture textile,H1201,41
Non,Médiateur numérique,Coloriste numérique,E1205,36
Non,Game designer,Concepteur designer / Conceptrice designeuse,H1204,20
Non,Développeur de jeux vidéos,Concepteur développeur / Conceptrice développeuse de système électronique,H1209,41
Non,Technicien en télécommunication,Concepteur / Conceptrice en publicité,E1104,46
Non,Chef de projet systèmes d'information,Conducteur / Conductrice d'agrafeuses,E1302,51
Non,Chef de projet systèmes d'information,Conducteur / Conductrice d'autoplatines,E1302,5
Non,Gestionnaire de base de données,Conducteur / Conductrice de chaînes de brochage,E1302,45
Non,Gestionnaire de base de données,Conducteur / Conductrice de couverturières,E1302,31
Non,Chef de projet agile,Conducteur / Conductrice de machines à étiqueter,E1302,21
Non,Chef de projet agile,Conducteur / Conductrice de machines à imprimer,E1301,40
Non,Chef de projet agile,Conducteur / Conductrice de machines à pelliculer,E1302,27
Non,Chef de projet agile,Conducteur / Conductrice de machines à sérigraphier,E1301,51
Non,Chef de projet systèmes d'information,Conducteur / Conductrice de machines d'affranchissement,E1302,12
Non,Gestionnaire de base de données,Conducteur / Conductrice de machines de brochage,E1302,48
Non,Gestionnaire de base de données,Conducteur / Conductrice de machines de flexographie,E1301,15
Non,Gestionnaire de base de données,Conducteur / Conductrice de machines de reliure,E1302,45
Non,Gestionnaire de base de données,Conducteur / Conductrice de machines de routage,E1302,27
Non,Chef de projet systèmes d'information,Conducteur / Conductrice de machines d'impression,E1301,38
Non,Gestionnaire de base de données,Conducteur / Conductrice de perforeuses,E1302,36
Non,Gestionnaire de base de données,Conducteur / Conductrice de rainureuses,E1302,29
Non,Gestionnaire de base de données,Conducteur / Conductrice de rotatives,E1301,26
Non,Chef de projet systèmes d'information,Conducteur / Conductrice d'emboîteuses,E1302,25
Non,Chef de projet systèmes d'information,Conducteur / Conductrice d'enliasseuses,E1302,56
Non,Conseiller support technique,Conseiller / Conseillère en communication,E1103,45
Non,Conseiller support technique,Conseiller / Conseillère en droit social,K1903,21
Non,Conseiller support technique,Conseiller / Conseillère en géomatique,M1808,32
Non,Expert en technologie de l’information,Conseiller / Conseillère en organisation de mariages,E1107,52
Non,Developpeur Back-End,Conseiller / Conseillère en organisation d'évènementiel de particuliers,E1107,60
Non,Conseiller support technique,Conseiller fiscal / Conseillère fiscale,K1903,33
Non,Conseiller support technique,Conseiller / Conseillère littéraire,E1105,2
Non,Conseiller support technique,Conseiller / Conseillère technique en communication,E1103,25
Non,Responsable communication digitale,Consultant / Consultante en communication,E1103,16
Non,Responsable sécurité des systèmes d'information,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information,M1806,17
Non,Gestionnaire de parc micro-informatique,Contrôleur / Contrôleuse de réseau informatique,M1810,36
Non,Responsable sécurité des systèmes d'information,Coordinateur / Coordinatrice de la Maîtrise d'ouvrage des systèmes d'information,M1806,48
Non,Coordinateur de projet,Coordonnateur / Coordonnatrice des relations internationales,E1103,10
Non,Data Architect,Correcteur / Correctrice à domicile,E1305,54
Non,Gestionnaire de base de données,Correcteur / Correctrice de presse,E1305,25
Non,Chef de projet systèmes d'information,Correcteur / Correctrice d'édition,E1305,20
Non,Chef de projet systèmes d'information,Correcteur / Correctrice d'imprimerie,E1305,8
Non,Spécialiste support,Correcteur spécialisé / Correctrice spécialisée,E1305,38
Non,Responsable Sécurité de l'information,Correspondant / Correspondante de Presse à l'étranger,E1106,2
Non,Technicien en télécommunication,Dépanneur / Dépanneuse en électroménager,I1402,22
Non,Game designer,Designer,H1204,34
Non,Créateur d'entreprise,Designer créateur / Designeuse créatrice,H1204,28
Non,Game designer,Designer / Designeuse d'interactivité,E1205,18
Non,Game designer,Designer industriel / Designeuse industrielle,H1204,60
Non,Community manager,Designer manager,H1204,10
Non,Game designer,Designer packaging,H1204,33
Non,Chef de projet web,Designer-chef / Designeuse-chef de projet,H1204,47
Non,Chef de projet systèmes d'information,Dessinateur / Dessinatrice d'art,B1101,12
Non,Gestionnaire de base de données,Dessinateur / Dessinatrice de presse,E1205,15
Non,Expert en technologie de l’information,Dessinateur / Dessinatrice de schémas en électronique,H1202,27
